Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_1gBmt1S1GJ3Ebzs,1106.699,7/1/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,It makes learning science very fun,TRUE, , , , , , , ,Yes,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, , , , , , ,9:30 AM,10,10,10, ,10,10, ,10, , , , , , , ,4.1,13.321,14.643,6,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , ,Saw a live demonstration / program / film / lecture,Went to one or both of the museum stores, , , , , ,To visit the Exploratorium, , , ,Vacation trip, , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Walking or biking, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , ,Spanish, , , , , , , ,Yes,Yes, ,No,999,Mexico,My group included out-of-towners only, ,2-5 years ago,1,2,2, , , ,Hispanic or Latino/a/x, , , , , ,No,Some college, , ,"$200,000 - $249,999", ,No, , , , , , , , ,49,Man, ,45-54, , , , , , , , ,Woman, , , , , , , , , ,12-Aug,12-Aug, , , , , , , , ,Boy,Girl, , , , , , , , , ,Amazing place !,2,West,Science,Large,Pacific,July,2021,tablet,15:56:33,23193,6-7 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,45-54,999,race identified,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_1llPmOEfpQM7q8K,940.017,7/1/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter, ,TRUE, ,Yes, , , , , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable, , , , , ,Limiting guests to 50% of normal capacity, , ,1:45 PM,10,10,10, ,10,10, ,10, , , , , , , ,1.443,7.933,8.622,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,No,Driving, ,Friend(s),Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94127, ,My group included locals only, ,1-2 years ago,1,2,3, ,Asian or Asian American, , , , , , , ,No,Graduate degree, , ,Don't know, ,No, , , , , , , , ,43,Woman, ,45-54, , , , , , , , , , , , , , , , , , ,12-Aug,13-17,12-Aug, , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,tablet,16:14:40,8980,2-3 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,San Francisco
the Exploratorium,Staffed,R_2tyhKqi75Y34orG,257.306,7/1/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , ,Yes, , , , , , , ,Outstanding,Variety of exhibits, , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity,Limiting the number of guests in the gift shop, ,1:30 PM,10,10,9, ,8,9, , , , , , , , , ,2.903,10.659,13.051,5,Visited the indoor exhibit galleries, , , , , ,Saw a live demonstration / program / film / lecture,Went to one or both of the museum stores, , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, ,Friend(s),Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94028, ,My group included locals only, ,1-2 years ago,1,1,2, , , , , ,White, , , ,No,Graduate degree, , ,"More than $300,000", ,No, , , , , , , , ,53,Woman, , , , , , , , , , , , , , , , , , , , ,13-17,13-17, , , , , , , , ,Girl,Girl, , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,tablet,16:28:34,10714,2-3 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,45-54,California,race identified,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,San Mateo
the Exploratorium,Staffed,R_2UhZN6CE9qRMekp, ,7/1/21,EN,Safari iPad,14.0.2,iPad,768x1024,8,Passive, ,TRUE, , , ,Yes, , , , , , ,Yes, , , , , ,Excellent,Fun., , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,6:15 PM,10,10,10, ,8,10,6, , , , , , , , ,7.681,16.056,18.44,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , , , , , , ,Family (without children), , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,94080, ,My group included locals only, ,2-5 years ago,1,2,0, , , ,Hispanic or Latino/a/x, , , , , ,Prefer not to say,Some college, , ,Prefer not to say, ,Prefer not to say, , , , , , , , ,30,Prefer not to say, ,25-34, , , , , , , , ,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,19:41:25,5185,1-2 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,25-34,California,race identified,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,San Mateo
the Exploratorium,Staffed,R_3lsrik995A2mVD4, ,7/1/21,EN,Safari iPad,14.0.1,iPad,768x1024,6,Detractor, ,TRUE, , , , , , , , , , ,Yes, , , , , ,Good, , , , , , , , , , , , , ,Not at all concerned, , , ,Unsure, ,Having hand sanitizer available for guests to use, , , , , , ,6:00 PM,7,4,9, ,6,5,5,5, , , , , , , ,0.825,11.056,11.641,4,Visited the indoor exhibit galleries, , , , , , , , , , , , , , ,I work in San Francisco, , , , , , ,I read about it in a travel guide, , , , , , , , , ,Yes,No,Driving, ,Friend(s), , , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes, , ,My group included out-of-towners only, ,1-2 years ago,1, , , , , ,Hispanic or Latino/a/x, , , , , ,No,College degree, , ,Prefer not to say, ,Prefer not to say, , , , , , , , ,32,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,19:49:24,6564,1-2 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,25-34, ,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_3gRQwDQmzuXC5u8,626.39,7/1/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter, ,TRUE, ,Yes, , , , , ,Yes, , , , , , , , ,Excellent,It was fun !, , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,6:30 PM,7,10,10, ,10, , , , , , , , , , ,5.003,8.987,10.224,3,Visited the indoor exhibit galleries, , , , , , , , , , , , ,To visit the Exploratorium,I live in San Francisco, , , , , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , ,Spanish, , , , , , , ,No,No, ,Yes, , ,My group included locals only, ,1-2 years ago,1,2,0, , , ,Hispanic or Latino/a/x, , , , , ,Prefer not to say,Graduate degree, , ,Prefer not to say, ,No, , , , , , , , ,31,Prefer not to say, ,25-34, , , , , , , , ,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,19:57:37,5257,1-2 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,25-34, ,race identified,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_3JzpbiepWHW8es1,255.678,7/1/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , , , , , ,Yes, , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Somewhat comfortable, , ,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,7:00 PM,10,10,10, ,10,10, ,10, , , , , , , ,5.883,24.172,24.924,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , , , , ,Vacation trip, , , , , ,I was walking by, , , , , , , , ,No, ,Walking or biking, , , ,Significant other, , , , , , ,English, , , , , , , ,Italian, , , , , , , ,Spanish, , , , , , , ,Yes,No, ,No,999,Mexico,My group included out-of-towners only, ,Never,1,2,0, , , ,Hispanic or Latino/a/x, ,White, , , ,No,Graduate degree, , ,"$200,000 - $249,999", ,No, , , , , , , , ,30,Man, ,25-34, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,20:15:36,4536,1-2 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,25-34,999,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_vVwMS3fWS7zQF6F, ,7/1/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , ,Yes, , ,Yes, , , , , ,Outstanding,Exhibit larger than last visit. Food was tasty., , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,6:00 PM,10,10,10, ,8,10,9, , , , , , , , ,1.807,12.454,13.356,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , ,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , , , , , , , ,I found it online, , , , , ,No, ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,94565, ,My group included locals only, ,1-2 years ago,1,2,0, , ,Black or African American, , , , , , ,No,Some college, , ,"$50,000 - $74,999", ,No, , , , , , , , ,26,Man, ,18-24, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,20:25:20,8720,2-3 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,25-34,California,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Contra Costa
the Exploratorium,Staffed,R_1M3UPWDRoLwDrYl,236.963,7/1/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,It was cool,TRUE, , , , , , , , , , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns,Good, ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", ,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity, , ,6:30 PM,10,10,10, ,10,10,10,10, , , , , , , ,2.472,8.454,9.288,7,Visited the indoor exhibit galleries, ,Visited the temporary exhibition - Stories of Change, , , , ,Went to one or both of the museum stores, , , , , , , , , ,Vacation trip, , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, , , , , , , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,95901, ,My group included out-of-towners only, ,More than 10 years ago,1,2,0, , , , , ,White, , , ,No,Some graduate work, , ,"Under $25,000", ,No, , , , , , , , ,23,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,20:33:10,7390,2-3 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,18-24,California,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_2ATEkGsi4RTMDoA,313.334,7/2/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,Extremely fun for everyone,TRUE, , , , , , , , ,Yes, ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors, , , , , , , ,11:45 AM,10,10,10, ,10,10, ,10, , , , , , , ,11.405,18.492,19.674,4,Visited the indoor exhibit galleries, , , , , , , , , , , ,Visiting friends or family,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,Yes,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,95350, ,My group included locals only, ,More than 10 years ago,1,2,3, , , ,Hispanic or Latino/a/x, , , , , ,No,Some college, , ,"$25,000 - $49,999", ,No, , , , , , , , ,35,Woman, ,35-44, , , , , , , , ,Man, , , , , , , , , ,0-3,0-3,13-17, , , , , , , ,Boy,Girl,Boy, , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,tablet,13:14:15,5355,1-2 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,2,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_2dhTuEXA2jngBYM,248.285,7/2/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,Extremely fun especially for the kids,TRUE, , , , ,Yes, , , ,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns,Very well done. ., ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , ,Limiting guests to 50% of normal capacity, , ,11:00 AM,10,10,10, ,10,10,10,10, , , , , , , ,1.784,10.661,11.402,6,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change, , , , ,Went to one or both of the museum stores, , , , , ,To visit the Exploratorium, , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,Yes,No,Driving, , ,Family (with children),Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,95630, ,My group included locals only, ,1-2 years ago,1,3,4, , , , , ,White, , , ,No,Graduate degree, , ,"More than $300,000", ,No, , , , , , , , ,41,Man, ,35-44,35-44, , , , , , , , , , , , , , , , , ,12-Aug,12-Aug,13-17,12-Aug, , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,13:19:39,8379,2-3 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_11hxWwgSFUCiLC1,481.458,7/2/21,EN,Safari iPad,14.0.2,iPad,768x1024,8,Passive, ,TRUE, ,Yes, , , , , , , ,Yes, , , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , ,Uncomfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", ,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity, , ,12:00 PM,9,9,9, ,9,9, , , , , , , , , ,1.289,6.05,6.811,3,Visited the indoor exhibit galleries, , , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Public transit, , , , , , ,No one--I came by myself, , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,94110, ,My group included locals only, ,1-2 years ago,1,1,0, ,Asian or Asian American, , , , , , , ,Yes,College degree, , ,"$250,000 - $300,000", ,No, , , , , , , , ,28,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,13:32:31,5551,1-2 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,25-34,California,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,San Francisco
the Exploratorium,QR,R_2y8IovDHiaPC95F,1073.74,7/2/21,EN,Safari iPhone,14.1.1,iPhone,375x667,10,Promoter, ,TRUE, , , , , , , , , , ,Yes, , , , , ,Excellent,Cool exhibits, , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , , ,8,10,8, ,9,8, , , , , , , , , ,6.324,15.304,16.124,6,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change, , , , , , , , , , , , , , ,Vacation trip, , , , , , , , ,I found it online, , , , , ,No, ,"Ride service (Taxy, Lyft, Uber, etc.)", , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes, , ,My group included out-of-towners only, ,Never,1,2,0, , , , , ,White, , , ,No,College degree, , ,"$25,000 - $49,999", ,No, , , , , , , , ,25,Man, ,25-34, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Good time,2,West,Science,Large,Pacific,July,2021,QR,13:52:26, , ,Friday,M-F,3rd quarter,22,Jul-Sep 2021,25-34, ,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_25Xvl4PnCpayNxh,738.19,7/2/21,EN,Safari iPad,14.0.2,iPad,768x1024,7,Passive,I enjoyed a lot of the biological parts,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,11:30 AM,8,6,8, ,6,8, , , , , , , , , ,1.694,6.109,7.47,6,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , ,To visit the Exploratorium, , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,Yes,No,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes, , ,My group included locals only, ,Never,1,2,0, , , , , , , ,Prefer not to say, ,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,14:08:40,9520,2-3 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,Not reported, ,race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2fChxrcnwqRbByX,291.79,7/2/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,"Interactive, smart, fun, so much to do!",TRUE, , ,Yes, , , , , , , ,Yes, , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , ,Somewhat comfortable, ,Having hand sanitizer available for guests to use, , ,Limiting the number of guests by making reservations for a specific date and time to visit, , , ,11:30 AM,10,9,6, ,9,8, , , , , , , , , ,2.791,11.69,12.508,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change, , , , , , , , , , ,To visit the Exploratorium, , , ,Vacation trip, , , , , , , , ,I found it online, , , , , ,No, ,Walking or biking, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,47305, ,My group included locals and out-of-towners, ,Never,1,2,0, , , , , ,White, , , ,Yes,Graduate degree, , ,"$50,000 - $74,999", ,No, , , , , , , , ,40,Man, ,25-34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,14:31:18,10878,3-4 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,Indiana,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_Tc4PKI0OPgS7eq5,486.214,7/2/21,EN,Safari iPad,14.0.2,iPad,768x1024,9,Promoter, ,TRUE, , , , , , , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit, ,Limiting the number of guests in the gift shop, ,1:00 PM,9,9,9, ,9,9, ,9, , , , , , , ,3.435,13.307,13.839,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , ,Went to one or both of the museum stores, , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,No,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,Yes, ,Yes,94591, ,My group included locals only, ,2-5 years ago,1,1,4, ,Asian or Asian American,Black or African American, , , , , , ,No,Some college, , ,"$25,000 - $49,999", ,No, , , , , , , , ,39,Woman, , , , , , , , , , , , , , , , , , , , ,7-Apr,0-3,13-17,13-17, , , , , , ,Girl,Girl,Girl,Girl, , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,14:43:00,6180,1-2 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,0,4,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,Solano
the Exploratorium,Staffed,R_10YtenCA6BMlMXy,944.178,7/2/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter,Fun experience,TRUE, , , , ,Yes, , , , , ,Yes, , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity, , ,1:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,1.401,8.54,9.327,5,Visited the indoor exhibit galleries, , , , , , ,Went to one or both of the museum stores,Ate in one of the restaurants, , , , , , , , ,Vacation trip, , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Public transit, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,No, ,Yes,98116, ,My group included out-of-towners only, ,More than 10 years ago,1,2,0, , , , , , , ,Prefer not to say, ,Yes,Some college, , ,"$150,000 - $199,999", ,Yes,Mobility, , , ,Cognitive, , , ,39,Woman, ,35-44, , , , , , , , ,Non-binary, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,14:51:21,6681,1-2 hrs,Friday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,Washington,race identified,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,outside (Bay Area)
